Recensement agricole 2020; ; 
Référentiel géographique : France  par Commune 2020; ; 
Code;Libellé;SAU moyenne en 2020;SAU moyenne en 2020 - estimation (*=oui)
40331;Villeneuve-de-Marsan;43.4;
40332;Ychoux;209.2;
40333;Ygos-Saint-Saturnin;51.1;
40334;Yzosse;28.5;
41001;Ambloy;109.5;
41002;Angé;28.6;
41003;Areines;126.4;
41004;Artins;139.4;
41006;Autainville;131.1;
41007;Authon;140.2;
41008;Avaray;130.7;
41009;Averdon;148.6;
41010;Azé;87.1;
41012;Baillou;152.1;
41013;Bauzy;43.5;
41014;Beauchêne;135.6;
41016;Billy;57;
41017;Binas;135.1;
41018;Blois;23.6;
41019;Boisseau;170.4;
41020;Bonneveau;153;
41022;Bouffry;120;
41024;Boursay;104.3;
41025;Bracieux;N/A - division par 0;
41026;Brévainville;159.7;
41027;Briou;116.3;*
41028;Busloup;139.7;
41029;Candé-sur-Beuvron;81.5;
41030;Cellé;146.2;
41031;Cellettes;35.8;
41032;Chailles;204.9;
41034;Chambord;77.3;
41035;Champigny-en-Beauce;169.6;
41036;Chaon;131.1;
41037;La Chapelle-Enchérie;162.3;
41038;La Chapelle-Montmartin;119.6;
41039;La Chapelle-Saint-Martin-en-Plaine;130.2;
41040;La Chapelle-Vendômoise;137.5;
41041;La Chapelle-Vicomtesse;162.2;
41042;Châteauvieux;84.8;
41043;Châtillon-sur-Cher;37.9;
41044;Châtres-sur-Cher;81.8;
41045;Chaumont-sur-Loire;67.7;
41046;Chaumont-sur-Tharonne;42;*
41047;La Chaussée-Saint-Victor;N/A - division par 0;
41048;Chauvigny-du-Perche;110;
41049;Chémery;58.3;
41050;Cheverny;62.7;
41051;Chissay-en-Touraine;164.8;
41052;Chitenay;32.6;
41053;Choue;109.8;
41054;Choussy;43.7;
41055;Valloire-sur-Cisse;192.6;
41057;Conan;119;
41058;Concriers;135.7;
41059;Le Controis-en-Sologne;68.9;
41060;Cormenon;112.3;
41061;Cormeray;61.6;
41062;Couddes;104.7;
41063;Couffy;68.1;
41065;Coulommiers-la-Tour;104.3;
41066;Courbouzon;169;
41067;Cour-Cheverny;34.5;
41068;Courmemin;45.7;
41069;Cour-sur-Loire;116.1;
41070;Vallée-de-Ronsard;113.3;
41071;Crouy-sur-Cosson;49.8;
41072;Crucheray;137.3;
41073;Danzé;132.4;
41074;Dhuizon;46.3;
41075;Droué;132.3;
41077;Épiais;200.9;
41078;Épuisay;122.8;
41079;Les Essarts;103.9;
41080;Faverolles-sur-Cher;57.4;
41081;Faye;109.8;
41083;La Ferté-Beauharnais;13.5;
41084;La Ferté-Imbault;124.4;
41085;La Ferté-Saint-Cyr;101.5;
41086;Fontaines-en-Sologne;42.2;
41087;Fontaine-les-Coteaux;215.9;
41088;Fontaine-Raoul;98.3;
41089;La Fontenelle;141.8;
41090;Fortan;8.4;*
41091;Fossé;101.6;
41093;Françay;150.7;
41094;Fresnes;24;
41095;Fréteval;160.7;
41096;Le Gault-du-Perche;85.9;
41097;Gièvres;30.5;
41098;Gombergean;155.7;
41099;Gy-en-Sologne;49.9;
41100;Les Hayes;103.3;
41101;Herbault;194.9;
41102;Houssay;107.2;
41103;Huisseau-en-Beauce;124.9;
41104;Huisseau-sur-Cosson;45.3;
41105;Josnes;149.1;
41106;Lamotte-Beuvron;37.5;*
41107;Lancé;89.4;
41108;Lancôme;149.9;
41109;Landes-le-Gaulois;163.2;
41110;Langon-sur-Cher;119.6;
41112;Lassay-sur-Croisne;65.6;
41113;Lavardin;6.5;
41114;Lestiou;238.2;
41115;Lignières;129.7;
41116;Lisle;53.4;
41118;Loreux;41.6;
41119;Lorges;109.4;
41120;Lunay;127.5;
41121;La Madeleine-Villefrouin;188.5;
41122;Maray;151.9;
41123;Marchenoir;159.2;
41124;Marcilly-en-Beauce;151.6;
41125;Marcilly-en-Gault;50.3;
41126;Mareuil-sur-Cher;31.2;
41127;La Marolle-en-Sologne;168.6;*
41128;Marolles;141;
41129;Maslives;76.8;
41130;Maves;138.7;
41131;Mazangé;94.4;
41132;Méhers;70.5;
41134;Menars;77.9;
41135;Mennetou-sur-Cher;81;*
41136;Mer;133.4;
41137;Mesland;54.1;
41138;Meslay;247.8;
41139;Meusnes;62.3;
41140;Millançay;53.6;
41141;Moisy;137.3;
41142;Valencisse;114.1;
41143;Mondoubleau;89.5;
41144;Monteaux;40.5;
41145;Monthou-sur-Bièvre;48;
41146;Monthou-sur-Cher;45;
41147;Les Montils;7.3;
41148;Montlivault;57.1;*
41149;Montoire-sur-le-Loir;62.9;
41150;Mont-près-Chambord;38.7;
41151;Montrichard Val de Cher;15.1;
41152;Montrieux-en-Sologne;51.3;
41153;Montrouveau;87.8;
41154;Morée;141.6;
41155;Muides-sur-Loire;243.4;
41156;Mulsans;106.7;
41157;Mur-de-Sologne;39.9;
41158;Naveil;84.1;
41159;Neung-sur-Beuvron;55.7;
41160;Neuvy;51.6;*
41161;Nouan-le-Fuzelier;56.4;
41163;Nourray;222.1;
41164;Noyers-sur-Cher;24.4;
41166;Oisly;44.3;
41167;Veuzain-sur-Loire;157.4;
41168;Orçay;196.9;
41171;Oucques La Nouvelle;149.3;
41172;Ouzouer-le-Doyen;149.6;
41173;Beauce la Romaine;121.2;
41174;Périgny;164.5;
41175;Pezou;114.2;
41176;Pierrefitte-sur-Sauldre;126.4;*
41177;Le Plessis-Dorin;83.6;
41178;Le Plessis-l'Échelle;135.8;
41179;Le Poislay;110.4;
41180;Pontlevoy;131.1;
41181;Pouillé;41.9;
41182;Pray;133.9;
41184;Prunay-Cassereau;152.6;
41185;Pruniers-en-Sologne;74.3;
41186;Rahart;136.5;
41187;Renay;117.4;
41188;Rhodon;161.3;
41189;Rilly-sur-Loire;134.1;
41190;Rocé;164.2;
41191;Roches;160.6;
41192;Les Roches-l'Évêque;10;
41193;Romilly;87.7;
41194;Romorantin-Lanthenay;42.5;
41195;Rougeou;27.4;
41196;Ruan-sur-Egvonne;199.3;
41198;Saint-Aignan;42.6;
41199;Saint-Amand-Longpré;104.9;
41200;Sainte-Anne;193.2;
41201;Saint-Arnoult;80.2;
41203;Saint-Bohaire;144.8;
41204;Saint-Claude-de-Diray;77.3;
41205;Saint-Cyr-du-Gault;165;
41206;Saint-Denis-sur-Loire;152;
41207;Saint-Dyé-sur-Loire;3;
41208;Saint-Étienne-des-Guérets;231.5;
41209;Saint-Firmin-des-Prés;169.8;
41211;Saint-Georges-sur-Cher;48.2;
41212;Saint-Gervais-la-Forêt;N/A - division par 0;
41213;Saint-Gourgon;145.9;
41214;Saint-Hilaire-la-Gravelle;90;
41215;Saint-Jacques-des-Guérets;N/A - division par 0;
41216;Saint-Jean-Froidmentel;118.3;
41217;Saint-Julien-de-Chédon;50.5;
41218;Saint-Julien-sur-Cher;147.9;
41219;Saint-Laurent-des-Bois;139.7;
41220;Saint-Laurent-Nouan;90.2;
41221;Saint-Léonard-en-Beauce;132.4;
41222;Saint-Loup;169.9;
41223;Saint-Lubin-en-Vergonnois;126.1;
41224;Saint-Marc-du-Cor;96.1;
41225;Saint-Martin-des-Bois;98.5;
41226;Saint-Ouen;188;
41228;Saint-Rimay;227;
41229;Saint-Romain-sur-Cher;53.4;
41230;Saint-Sulpice-de-Pommeray;83.4;
41231;Saint-Viâtre;53.9;
41232;Salbris;42;
41233;Sambin;93.9;
41234;Santenay;204.2;
41235;Sargé-sur-Braye;134.2;
41236;Sasnières;134.2;
41237;Sassay;30.7;
41238;Savigny-sur-Braye;93.4;
41239;Seigy;19.6;
41241;Selles-Saint-Denis;66.3;
41242;Selles-sur-Cher;73.5;
41243;Selommes;105.3;
41245;Séris;169.9;
41246;Seur;351;
41247;Soings-en-Sologne;70;
41248;Couëtron-au-Perche;112.2;
41249;Souesmes;0;*
41250;Sougé;90.9;
41251;Souvigny-en-Sologne;85.1;
41252;Suèvres;152.2;
41253;Talcy;161.7;
41254;Le Temple;257.9;
41255;Ternay;70.6;
41256;Theillay;72.1;
41258;Thésée;34;
41259;Thoré-la-Rochette;119.9;
41260;Thoury;24.7;
41261;Tourailles;127.3;
41262;Tour-en-Sologne;44.2;
41265;Troo;83.4;
41266;Valaire;138.9;
41267;Vallières-les-Grandes;126.3;
41268;Veilleins;48.1;
41269;Vendôme;55.2;
41271;Vernou-en-Sologne;59.5;
41273;Vievy-le-Rayé;125.4;
41274;Villavard;81;
41275;La Ville-aux-Clercs;169;
41276;Villebarou;163.3;
41277;Villebout;144;
41278;Villechauve;90.1;
41279;Villedieu-le-Château;145.2;
41280;Villefranche-sur-Cher;N/A - division par 0;
41281;Villefrancœur;129.8;
41282;Villeherviers;44.1;
41283;Villemardy;120.6;
41284;Villeneuve-Frouville;160.3;
41285;Villeny;35.6;
41286;Villeporcher;183.5;
41287;Villerable;132.9;
41288;Villerbon;157.2;
41289;Villermain;106.8;
41290;Villeromain;136.9;
41291;Villetrun;168.1;
41292;Villexanton;130.9;
41293;Villiersfaux;167.8;
41294;Villiers-sur-Loir;135.2;
41295;Vineuil;76.8;
41296;Vouzon;73.9;
41297;Yvoy-le-Marron;49.2;
42001;Aboën;54.1;
42002;Ailleux;67.4;
42003;Ambierle;41.6;
42005;Andrézieux-Bouthéon;27.3;
42006;Apinac;82.7;
42007;Arcinges;54.5;
42008;Arcon;81.1;
42009;Arthun;66.3;
42010;Aveizieux;45;
42011;Balbigny;54.1;
42012;Bard;44.5;
42013;Bellegarde-en-Forez;61.9;
42014;Belleroche;80.9;
42015;Belmont-de-la-Loire;93.2;
42016;La Bénisson-Dieu;65.7;
42017;Le Bessat;N/A - division par 0;
42018;Bessey;21;
42019;Boën-sur-Lignon;23.4;
42020;Boisset-lès-Montrond;49.6;
42021;Boisset-Saint-Priest;67.9;
42022;Bonson;3.4;
42023;Bourg-Argental;36.5;
42025;Boyer;103.7;
42026;Briennon;115.7;
42027;Bully;86.1;
42028;Burdignes;51.7;
42029;Bussières;51.2;
42030;Bussy-Albieux;75;
42031;Caloire;8.2;
42032;Cellieu;13.3;
42033;Le Cergne;N/A - division par 0;
42034;Cervières;53;
42035;Cezay;97.5;
42036;Chagnon;13.8;
42037;Chalain-d'Uzore;65.7;
42038;Chalain-le-Comtal;82.6;
42039;Chalmazel-Jeansagnière;53.9;
42040;La Chamba;36.9;
42041;Chambéon;77.2;
42042;Chambles;66.3;
42043;Chambœuf;52;
42044;Le Chambon-Feugerolles;37.4;
42045;La Chambonie;20.5;
42046;Champdieu;62.2;
42047;Champoly;49.3;
42048;Chandon;115.9;
42049;Changy;167.1;
42050;La Chapelle-en-Lafaye;25.9;
42051;La Chapelle-Villars;34.9;
42052;Charlieu;61.3;
42053;Châteauneuf;43.4;
42054;Châtelneuf;49.6;
42055;Châtelus;45.4;
42056;Chavanay;12.7;
42058;Chazelles-sur-Lavieu;110.6;
42059;Chazelles-sur-Lyon;39.5;
42060;Chenereilles;71;
42061;Cherier;71.1;
42062;Chevrières;45.3;
42063;Chirassimont;57.9;
42064;Chuyer;60.5;
42065;Civens;76.1;
42066;Cleppé;86.4;
42067;Colombier;34.8;
42068;Combre;51;
42069;Commelle-Vernay;73.2;
42070;Cordelle;82.7;
42071;Le Coteau;37.7;
42072;La Côte-en-Couzan;74.8;
42073;Cottance;42.5;
42074;Coutouvre;92.8;
42075;Craintilleux;49.9;
42076;Cremeaux;72.6;
42077;Croizet-sur-Gand;66.9;
42078;Le Crozet;82.8;
42079;Cuinzier;139.8;
42081;Cuzieu;80.7;
42083;Dargoire;59.9;
42084;Débats-Rivière-d'Orpra;1.4;
42085;Doizieux;30.3;
42086;Écoche;73.9;
42087;Écotay-l'Olme;22.5;
42088;Épercieux-Saint-Paul;53.8;
42089;Essertines-en-Châtelneuf;52.7;
42090;Essertines-en-Donzy;53.3;
42091;Estivareilles;51.9;
42092;L'Étrat;17.9;
42093;Farnay;39.1;
42094;Feurs;58.7;
42095;Firminy;2.1;
42096;Fontanès;44.8;
42097;La Fouillouse;65.4;
42098;Fourneaux;63.5;
42099;Fraisses;18.2;
42100;La Gimond;35;
42101;Graix;28.1;
42102;Grammond;41.1;
42103;La Grand-Croix;2.4;
42104;La Gresle;78.1;
42105;Grézieux-le-Fromental;69.1;
42106;Grézolles;50.7;
42107;Gumières;45.4;
42108;L'Hôpital-le-Grand;73.1;
42109;L'Hôpital-sous-Rochefort;N/A - division par 0;
42110;L'Horme;17.3;
42112;Jarnosse;80.4;
42113;Jas;28.2;
42115;Jonzieux;48.4;
42116;Juré;74.3;
42117;Lavieu;32.7;
42118;Lay;79.3;
42119;Leigneux;71.4;
42120;Lentigny;32;
42121;Lérigneux;59.6;
42122;Lézigneux;67.1;
42123;Lorette;17.7;
42124;Lupé;8.5;
42125;Luré;67.8;
42126;Luriecq;40.1;
42127;Mably;84.7;
42128;Machézal;57.3;
42129;Maclas;13.3;
42130;Magneux-Haute-Rive;116.3;
42131;Maizilly;76.8;
42132;Malleval;11.8;
42133;Marcenod;49.5;
42134;Marcilly-le-Châtel;43.9;
42135;Marclopt;65.9;
42136;Marcoux;59.6;
42137;Margerie-Chantagret;85.7;
42138;Maringes;40.8;
42139;Marlhes;59;
42140;Marols;80.9;
42141;Mars;100.7;
42142;Merle-Leignec;44.9;
42143;Mizérieux;39.8;
42145;Montagny;54.8;
42146;Montarcher;33;
42147;Montbrison;27.1;
42148;Montchal;40.9;
42149;Montrond-les-Bains;62.1;
42150;Montverdun;67.8;
42151;Mornand-en-Forez;75.4;
42152;Nandax;75.9;
42153;Neaux;76.6;
42154;Néronde;49.4;
42155;Nervieux;77.2;
42156;Neulise;54;
42157;Noailly;71.6;
42158;Les Noës;40.5;
42159;Noirétable;48.9;
42160;Nollieux;77.4;
42161;Notre-Dame-de-Boisset;50.5;
42162;Ouches;87.4;
42163;La Pacaudière;86.3;
42164;Palogneux;55.4;
42165;Panissières;37.5;
42166;Parigny;117.6;
42167;Pavezin;27.7;
42168;Pélussin;54;
42169;Périgneux;63.1;
42170;Perreux;84.8;
42171;Pinay;45.1;
42172;Planfoy;52.8;
42173;Pommiers;100;
42174;Poncins;55;
42175;Pouilly-lès-Feurs;53.5;
42176;Pouilly-les-Nonains;119.1;
42177;Pouilly-sous-Charlieu;89.5;
42178;Pradines;62.6;
42179;Pralong;36.7;
42180;Précieux;61.3;
42181;Régny;102;
42182;Renaison;42.5;
42183;La Ricamarie;13.7;
42184;Riorges;30.3;
42185;Rivas;58.5;
42186;Rive-de-Gier;13.1;
42187;Roanne;6.8;
42188;Roche;53.4;
42189;Roche-la-Molière;39;
42191;Roisey;40.4;
42192;Rozier-Côtes-d'Aurec;86.5;
42193;Rozier-en-Donzy;35.1;
42194;Sail-les-Bains;92.3;
42195;Sail-sous-Couzan;34.9;
42196;Sainte-Agathe-en-Donzy;28.5;
42197;Sainte-Agathe-la-Bouteresse;48.9;
42198;Saint-Alban-les-Eaux;38.8;
42199;Saint-André-d'Apchon;37;
42200;Saint-André-le-Puy;37.4;
42201;Saint-Appolinard;25.1;
42202;Saint-Barthélemy-Lestra;37.6;
42203;Saint-Bonnet-des-Quarts;67.5;
42204;Saint-Bonnet-le-Château;8.1;
42205;Saint-Bonnet-le-Courreau;48.3;
42206;Saint-Bonnet-les-Oules;27.5;
42207;Saint-Chamond;38.1;
42208;Saint-Christo-en-Jarez;38.2;
42209;Sainte-Colombe-sur-Gand;59.7;
42210;Sainte-Croix-en-Jarez;59.5;
42211;Saint-Cyprien;39.4;
42212;Saint-Cyr-de-Favières;83.7;
42213;Saint-Cyr-de-Valorges;133;
42214;Saint-Cyr-les-Vignes;77.2;
42215;Saint-Denis-de-Cabanne;46;
42216;Saint-Denis-sur-Coise;46.3;
42217;Saint-Didier-sur-Rochefort;41.7;
42218;Saint-Étienne;39.9;
42219;Saint-Étienne-le-Molard;69.1;
42220;Saint-Forgeux-Lespinasse;96.2;
42221;Sainte-Foy-Saint-Sulpice;78.7;
42222;Saint-Galmier;50.9;
42223;Saint-Genest-Lerpt;54;
42224;Saint-Genest-Malifaux;56.1;
42225;Genilac;11.2;
42226;Saint-Georges-de-Baroille;67.9;
42227;Saint-Georges-en-Couzan;61.1;
42228;Saint-Georges-Haute-Ville;47;
42229;Saint-Germain-la-Montagne;95.3;
42230;Saint-Germain-Laval;92.6;
42231;Saint-Germain-Lespinasse;92.4;
42232;Saint-Haon-le-Châtel;7.9;
42233;Saint-Haon-le-Vieux;92.9;*
42234;Saint-Héand;45;
42235;Saint-Hilaire-Cusson-la-Valmitte;75.8;
42236;Saint-Hilaire-sous-Charlieu;83.2;
42237;Saint-Jean-Bonnefonds;52.3;
42238;Saint-Jean-la-Vêtre;48.9;
42239;Saint-Jean-Saint-Maurice-sur-Loire;91.4;
42240;Saint-Jean-Soleymieux;56.5;
42241;Saint-Jodard;77.1;
42242;Saint-Joseph;123.3;
42243;Saint-Julien-d'Oddes;76.5;
42245;Vêtre-sur-Anzon;78;
42246;Saint-Julien-Molin-Molette;31.8;
42247;Saint-Just-en-Bas;51.7;
42248;Saint-Just-en-Chevalet;57.7;
42249;Saint-Just-la-Pendue;43.5;
42251;Saint-Laurent-la-Conche;54.7;
42252;Saint-Laurent-Rochefort;43.3;
42253;Saint-Léger-sur-Roanne;62.3;
42254;Saint-Marcel-de-Félines;60.5;
42255;Saint-Marcel-d'Urfé;51.4;
42256;Saint-Marcellin-en-Forez;42.6;
42257;Saint-Martin-d'Estréaux;87.1;
42259;Saint-Martin-la-Plaine;128.9;
42260;Saint-Martin-la-Sauveté;43.8;
42261;Saint-Martin-Lestra;46.5;
42262;Saint-Maurice-en-Gourgois;61.3;
42264;Saint-Médard-en-Forez;40;
42265;Saint-Michel-sur-Rhône;27.9;
42266;Saint-Nizier-de-Fornas;89.4;
42267;Saint-Nizier-sous-Charlieu;100;
42268;Vézelin-sur-Loire;58.8;
42269;Saint-Paul-d'Uzore;77.2;
42270;Saint-Paul-en-Cornillon;41.5;
42271;Saint-Paul-en-Jarez;50;
42272;Saint-Pierre-de-Bœuf;9.9;
42273;Saint-Pierre-la-Noaille;87.4;
42274;Saint-Polgues;70.8;
42275;Saint-Priest-en-Jarez;N/A - division par 0;
42276;Saint-Priest-la-Prugne;50.6;
42277;Saint-Priest-la-Roche;47.5;
42278;Saint-Priest-la-Vêtre;30.4;
42279;Saint-Just-Saint-Rambert;34.6;
42280;Saint-Régis-du-Coin;56.6;
42281;Saint-Rirand;43.1;
42282;Saint-Romain-d'Urfé;55.1;
42283;Saint-Romain-en-Jarez;29.6;
42284;Saint-Romain-la-Motte;99.1;
42285;Saint-Romain-le-Puy;38.8;
42286;Saint-Romain-les-Atheux;64.8;
42287;Saint-Sauveur-en-Rue;43.6;
42288;Saint-Sixte;45.7;
42289;Saint-Symphorien-de-Lay;63.5;
42290;Saint-Thomas-la-Garde;105.9;
42293;Saint-Victor-sur-Rhins;85.8;
42294;Saint-Vincent-de-Boisset;121.5;
42295;Les Salles;75.2;
42296;Salt-en-Donzy;96.9;*
42297;Salvizinet;31.6;
42298;Sauvain;61;
42299;Savigneux;52.1;
42300;Sevelinges;64.8;
42301;Soleymieux;62.6;
42302;Sorbiers;47;
42303;Souternon;62.1;
42304;Sury-le-Comtal;94.5;
42305;La Talaudière;44.9;
42306;Tarentaise;39.3;
42307;Tartaras;26.7;
42308;La Terrasse-sur-Dorlay;86;
42310;Thélis-la-Combe;37.8;
42311;La Tour-en-Jarez;67.3;
42312;La Tourette;3.7;
42313;Trelins;44;
42314;La Tuilière;68.6;
42315;Unias;98;
42316;Unieux;12.6;
42317;Urbise;152.2;
42318;Usson-en-Forez;61;
42319;Valeille;54.1;
42320;Valfleury;22.6;
42321;La Valla-sur-Rochefort;61.4;
42322;La Valla-en-Gier;19.6;
42323;Veauche;22.8;
42324;Veauchette;80.4;
42325;Vendranges;68.8;
42326;Véranne;14.2;
42327;Vérin;6.7;
42328;Verrières-en-Forez;55.1;
42329;La Versanne;41.7;
42330;Villars;37.5;
42331;Villemontais;39.7;
42332;Villerest;54.7;
42333;Villers;121.6;
42334;Violay;49.5;
42335;Viricelles;69;
42336;Virigneux;41.3;
42337;Vivans;124.2;
42338;Vougy;82.6;
42339;Chausseterre;42.7;
43001;Agnat;62.7;
43002;Aiguilhe;N/A - division par 0;
43003;Allègre;55.6;
43004;Alleyrac;56.6;
43005;Alleyras;58.5;
43006;Ally;68.1;
43007;Araules;44.1;
43008;Arlempdes;74.5;
43009;Arlet;43.8;
43010;Arsac-en-Velay;62.7;
43011;Aubazat;50.5;
43012;Aurec-sur-Loire;50.3;
43013;Vissac-Auteyrac;65.8;
43014;Autrac;75.4;
43015;Auvers;70.2;
43016;Auzon;80.4;
43017;Azérat;138.9;
43018;Bains;58;
43019;Barges;92;
43020;Bas-en-Basset;59.4;
43021;Beaulieu;74.7;
43022;Beaumont;66.9;
43023;Beaune-sur-Arzon;74.2;
43024;Beaux;54.7;
43025;Beauzac;47;
43026;Bellevue-la-Montagne;78.5;
43027;Berbezit;13;
43028;Bessamorel;28.6;
43029;La Besseyre-Saint-Mary;77;
43030;Blanzac;74.4;
43031;Blassac;63.7;
43032;Blavozy;32.8;
43033;Blesle;59.8;
43034;Boisset;73.2;
43035;Bonneval;52.7;
43036;Borne;60.4;
43037;Le Bouchet-Saint-Nicolas;55.3;
43038;Bournoncle-Saint-Pierre;111.6;
43039;Le Brignon;65.8;
43040;Brioude;37.5;
43041;Brives-Charensac;8.9;*
43042;Cayres;41.6;
43043;Céaux-d'Allègre;61.2;
43044;Cerzat;81.9;
43045;Ceyssac;38.4;
43046;Chadrac;48.5;
43047;Chadron;38.2;
43048;La Chaise-Dieu;68.5;
43049;Chamalières-sur-Loire;53.3;
43050;Chambezon;99.5;
43051;Le Chambon-sur-Lignon;69;
43052;Champagnac-le-Vieux;39.5;
43053;Champclause;57.2;
43054;Chanaleilles;67.1;
43055;Chaniat;53;
43056;Chanteuges;68.7;
43057;La Chapelle-Bertin;55.1;
43058;La Chapelle-d'Aurec;75.8;
43059;La Chapelle-Geneste;87.9;
43060;Charraix;55.6;
43061;Chaspinhac;63.6;
43062;Chaspuzac;74.7;
43063;Chassagnes;76.9;
43064;Chassignolles;92.6;
43065;Chastel;55;
43066;Chaudeyrolles;80.1;
43067;Chavaniac-Lafayette;73;
43068;Chazelles;17.7;
43069;Chenereilles;45.7;
43070;Chilhac;92.5;
43071;Chomelix;92.7;
43072;La Chomette;96.8;
43073;Cistrières;48.8;
43074;Cohade;85.9;
43075;Collat;72.9;
43076;Connangles;62.8;
43077;Costaros;66.3;
43078;Coubon;64.7;
43079;Couteuges;87.5;
43080;Craponne-sur-Arzon;67.2;
43082;Cronce;71.9;
43083;Cubelles;49.9;
43084;Cussac-sur-Loire;60.7;
43085;Desges;60.2;
43086;Domeyrat;40.2;
43087;Dunières;36.3;
43088;Espalem;70.1;
43089;Espaly-Saint-Marcel;18.8;
43090;Esplantas-Vazeilles;66.7;
43091;Les Estables;102.2;
43092;Fay-sur-Lignon;86.9;
43093;Félines;73.3;
43094;Ferrussac;95.8;
43095;Fix-Saint-Geneys;96.3;
43096;Fontannes;71.3;
43097;Freycenet-la-Cuche;66.1;
43098;Freycenet-la-Tour;71.6;
43099;Frugerès-les-Mines;46.1;
43100;Frugières-le-Pin;42.5;
43101;Goudet;181.8;
43102;Grazac;48.4;
43103;Grenier-Montgon;89.2;
43104;Grèzes;44.4;
43105;Javaugues;85.1;
43106;Jax;36.6;
43107;Josat;29.8;
43108;Jullianges;73.5;
43109;Lafarre;62.6;
43110;Lamothe;69.5;
43111;Landos;78.1;
43112;Langeac;51.2;
43113;Lantriac;69.2;
43114;Lapte;39;
43115;Laussonne;59.6;
43116;Laval-sur-Doulon;33.9;
43117;Lavaudieu;47.3;
43118;Lavoûte-Chilhac;59.4;
43119;Lavoûte-sur-Loire;46.4;
43120;Lempdes-sur-Allagnon;35.9;
43121;Léotoing;58.3;
43122;Lissac;109.2;
43123;Lorlanges;79.8;
43124;Loudes;54.2;
43125;Lubilhac;78.3;
43126;Malrevers;50.9;
43127;Malvalette;63.9;
43128;Malvières;58.7;
43129;Le Mas-de-Tence;28;
43130;Mazet-Saint-Voy;51.2;
43131;Mazerat-Aurouze;130.1;
43132;Mazeyrat-d'Allier;75.5;
43133;Mercœur;103.8;
43134;Mézères;53.1;
43135;Le Monastier-sur-Gazeille;55.1;
43136;Monistrol-d'Allier;46.1;
43137;Monistrol-sur-Loire;48.6;
43138;Monlet;68.8;
43139;Montclard;91;
43140;Le Monteil;23.2;
43141;Montfaucon-en-Velay;46.4;
43142;Montregard;38.6;
43143;Montusclat;68.2;
43144;Moudeyres;99.6;
43145;Ouides;66.5;
43147;Paulhac;77;
43148;Paulhaguet;58.9;
43149;Pébrac;49.4;
43150;Le Pertuis;48.5;
43151;Pinols;81;
43152;Polignac;55.2;
43153;Pont-Salomon;31.4;
43154;Pradelles;65.9;
43155;Prades;N/A - division par 0;
43156;Présailles;94.8;
43157;Le Puy-en-Velay;40.3;
43158;Queyrières;42.4;*
43159;Raucoules;35.7;
43160;Rauret;86.3;
43162;Retournac;45.3;
43163;Riotord;42.9;
43164;Roche-en-Régnier;49.4;
43165;Rosières;61.3;
43166;Saint-André-de-Chalencon;55;
43167;Saint-Arcons-d'Allier;73;
43168;Saint-Arcons-de-Barges;78.3;
43169;Saint-Austremoine;46.3;
43170;Saint-Beauzire;84.8;
43171;Saint-Bérain;66.4;
43172;Saint-Bonnet-le-Froid;48.1;
43173;Saint-Christophe-d'Allier;64.9;
43174;Saint-Christophe-sur-Dolaison;52.6;
43175;Saint-Cirgues;53.4;
43177;Saint-Didier-en-Velay;63;
43178;Saint-Didier-sur-Doulon;42.4;
43180;Saint-Étienne-du-Vigan;81;
43181;Saint-Étienne-Lardeyrol;58.3;
43182;Saint-Étienne-sur-Blesle;25.3;
43183;Sainte-Eugénie-de-Villeneuve;41.4;
43184;Saint-Ferréol-d'Auroure;55.4;
43185;Sainte-Florine;103.5;
43186;Saint-Front;78;
43187;Saint-Geneys-près-Saint-Paulien;65.3;
43188;Saint-Georges-d'Aurac;64.4;
43189;Saint-Georges-Lagricol;47.7;
43190;Saint-Germain-Laprade;49.2;
43191;Saint-Géron;77.6;
43192;Saint-Haon;56.1;
43193;Saint-Hilaire;95.3;
43194;Saint-Hostien;48.2;
43195;Saint-Ilpize;41.4;
43196;Saint-Jean-d'Aubrigoux;45.6;
43197;Saint-Jean-de-Nay;56.2;
43198;Saint-Jean-Lachalm;57.6;
43199;Saint-Jeures;35.1;
43200;Saint-Julien-Chapteuil;39.1;
43201;Saint-Julien-d'Ance;69;
43202;Saint-Julien-des-Chazes;69.9;
43203;Saint-Julien-du-Pinet;24.7;
43204;Saint-Julien-Molhesabate;36;
43205;Saint-Just-Malmont;55.6;
43206;Saint-Just-près-Brioude;92.8;
43207;Saint-Laurent-Chabreuges;34.1;
43208;Sainte-Marguerite;41.3;
43210;Saint-Martin-de-Fugères;79.9;
43211;Saint-Maurice-de-Lignon;56.1;
43212;Saint-Pal-de-Chalencon;66.6;
43213;Saint-Pal-de-Mons;47.4;
43214;Saint-Pal-de-Senouire;39.9;
43215;Saint-Paul-de-Tartas;55.5;
43216;Saint-Paulien;56.3;
43217;Saint-Pierre-du-Champ;62.7;
43218;Saint-Pierre-Eynac;43.1;
43219;Saint-Préjet-Armandon;15.4;
43220;Saint-Préjet-d'Allier;58.2;
43221;Saint-Privat-d'Allier;58.1;
43222;Saint-Privat-du-Dragon;79.2;
43223;Saint-Romain-Lachalm;43.5;
43224;Sainte-Sigolène;33.3;
43225;Saint-Vénérand;51.7;
43226;Saint-Vert;32.4;
43227;Saint-Victor-Malescours;40.6;
43228;Saint-Victor-sur-Arlanc;25;
43229;Saint-Vidal;61.1;
43230;Saint-Vincent;35.2;
